Region	Month	For-Sale Property Type	Average Monthly Rent	Average Rent YoY	Monthly mortgage, 5% down	Monthly mortgage, 5% down YoY	Monthly mortgage, 20% down	Monthly mortgage, 20% down YoY	Median sale price	Median sale price YoY
National	April 2020	Condo/Co-op	$1,645	2.9%	$1,091	-5.1%	$919	-5.1%	$261,967	5.0%
National	April 2020	Multi-Family (2-4 Unit)	$1,645	2.9%	$1,322	-6.7%	$1,114	-6.7%	$317,443	3.3%
National	April 2020	Single Family Residential	$1,645	2.9%	$1,292	-5.9%	$1,088	-5.9%	$310,042	4.2%
National	April 2020	Single Units Only	$1,645	2.9%	$1,260	-5.4%	$1,061	-5.4%	$302,489	4.8%
National	April 2020	Townhouse	$1,645	2.9%	$1,157	-5.5%	$974	-5.5%	$277,633	4.6%
National	May 2020	All Residential	$1,666	3.2%	$1,229	-9.5%	$1,035	-9.5%	$298,021	0.4%
National	May 2020	Condo/Co-op	$1,666	3.2%	$1,035	-10.7%	$872	-10.7%	$251,031	-1.0%
National	May 2020	Multi-Family (2-4 Unit)	$1,666	3.2%	$1,242	-15.3%	$1,046	-15.3%	$301,134	-6.1%
National	May 2020	Single Family Residential	$1,666	3.2%	$1,261	-9.9%	$1,062	-9.9%	$305,816	-0.1%
National	May 2020	Single Units Only	$1,666	3.2%	$1,229	-9.4%	$1,035	-9.4%	$297,980	0.5%
National	May 2020	Townhouse	$1,666	3.2%	$1,116	-8.9%	$940	-8.9%	$270,563	1.1%
National	June 2020	All Residential	$1,672	3.3%	$1,266	-5.1%	$1,066	-5.1%	$309,697	2.8%
National	June 2020	Condo/Co-op	$1,672	3.3%	$1,028	-9.0%	$866	-9.0%	$251,604	-1.5%
National	June 2020	Multi-Family (2-4 Unit)	$1,672	3.3%	$1,331	-5.4%	$1,121	-5.4%	$325,669	2.4%
National	June 2020	Single Family Residential	$1,672	3.3%	$1,306	-5.4%	$1,100	-5.4%	$319,430	2.5%
National	June 2020	Single Units Only	$1,672	3.3%	$1,267	-5.1%	$1,067	-5.1%	$309,927	2.8%
National	June 2020	Townhouse	$1,672	3.3%	$1,153	-2.6%	$971	-2.6%	$282,162	5.5%
National	July 2020	All Residential	$1,696	4.6%	$1,293	-1.9%	$1,089	-1.9%	$321,944	7.7%
National	July 2020	Condo/Co-op	$1,696	4.6%	$1,053	-3.7%	$887	-3.7%	$262,350	5.8%
National	July 2020	Multi-Family (2-4 Unit)	$1,696	4.6%	$1,351	-5.0%	$1,137	-5.0%	$336,333	4.4%
National	July 2020	Single Family Residential	$1,696	4.6%	$1,342	-1.4%	$1,130	-1.4%	$334,275	8.3%
National	July 2020	Single Units Only	$1,696	4.6%	$1,292	-1.8%	$1,088	-1.8%	$321,697	7.9%
National	July 2020	Townhouse	$1,696	4.6%	$1,144	-2.6%	$964	-2.6%	$284,991	7.0%
National	August 2020	All Residential	$1,681	3.2%	$1,299	1.6%	$1,094	1.6%	$326,726	10.7%
National	August 2020	Condo/Co-op	$1,681	3.2%	$1,058	-2.7%	$891	-2.7%	$266,106	6.0%
National	August 2020	Multi-Family (2-4 Unit)	$1,681	3.2%	$1,337	-3.5%	$1,126	-3.5%	$336,459	5.1%
National	August 2020	Single Family Residential	$1,681	3.2%	$1,354	2.3%	$1,141	2.3%	$340,778	11.5%
National	August 2020	Single Units Only	$1,681	3.2%	$1,298	1.6%	$1,093	1.6%	$326,458	10.7%
National	August 2020	Townhouse	$1,681	3.2%	$1,144	0.4%	$964	0.4%	$287,948	9.4%
National	September 2020	All Residential	$1,648	1.4%	$1,304	3.5%	$1,098	3.5%	$330,217	13.4%
National	September 2020	Condo/Co-op	$1,648	1.4%	$1,074	-0.1%	$904	-0.1%	$271,959	9.4%
National	September 2020	Multi-Family (2-4 Unit)	$1,648	1.4%	$1,368	1.0%	$1,152	1.0%	$346,319	10.6%
National	September 2020	Single Family Residential	$1,648	1.4%	$1,360	4.8%	$1,145	4.8%	$344,417	14.7%
National	September 2020	Single Units Only	$1,648	1.4%	$1,306	3.9%	$1,100	3.9%	$330,729	13.8%
National	September 2020	Townhouse	$1,648	1.4%	$1,165	2.0%	$981	2.0%	$295,030	11.7%
National	October 2020	All Residential	$1,640	1.4%	$1,309	2.3%	$1,102	2.3%	$334,038	14.1%
National	October 2020	Condo/Co-op	$1,640	1.4%	$1,082	-1.6%	$912	-1.6%	$276,230	9.7%
National	October 2020	Multi-Family (2-4 Unit)	$1,640	1.4%	$1,331	-5.6%	$1,121	-5.6%	$339,779	5.2%
National	October 2020	Single Family Residential	$1,640	1.4%	$1,359	3.4%	$1,145	3.4%	$346,923	15.3%
National	October 2020	Single Units Only	$1,640	1.4%	$1,306	2.3%	$1,100	2.3%	$333,348	14.0%
National	October 2020	Townhouse	$1,640	1.4%	$1,156	-1.0%	$973	-1.0%	$294,981	10.3%
National	November 2020	All Residential	$1,627	1.5%	$1,293	0.9%	$1,089	0.9%	$332,457	13.5%
National	November 2020	Condo/Co-op	$1,627	1.5%	$1,076	-3.6%	$906	-3.6%	$276,672	8.4%
National	November 2020	Multi-Family (2-4 Unit)	$1,627	1.5%	$1,319	-2.2%	$1,111	-2.2%	$339,220	9.9%
National	November 2020	Single Family Residential	$1,627	1.5%	$1,347	2.4%	$1,135	2.4%	$346,535	15.1%
National	November 2020	Single Units Only	$1,627	1.5%	$1,296	1.3%	$1,091	1.3%	$333,329	13.9%
National	November 2020	Townhouse	$1,627	1.5%	$1,152	-2.2%	$970	-2.2%	$296,216	9.9%
National	December 2020	All Residential	$1,625	1.9%	$1,276	-1.2%	$1,074	-1.2%	$331,997	12.7%
National	December 2020	Condo/Co-op	$1,625	1.9%	$1,077	-6.3%	$907	-6.3%	$280,258	6.9%
National	December 2020	Multi-Family (2-4 Unit)	$1,625	1.9%	$1,382	1.3%	$1,164	1.3%	$359,688	15.5%
National	December 2020	Single Family Residential	$1,625	1.9%	$1,326	-0.4%	$1,117	-0.4%	$345,122	13.6%
National	December 2020	Single Units Only	$1,625	1.9%	$1,276	-1.2%	$1,075	-1.2%	$332,084	12.7%
National	December 2020	Townhouse	$1,625	1.9%	$1,138	-3.8%	$958	-3.8%	$296,158	9.7%
National	January 2021	All Residential	$1,618	2.0%	$1,274	2.0%	$1,073	2.0%	$329,044	14.1%
National	January 2021	Condo/Co-op	$1,618	2.0%	$1,072	-4.9%	$903	-4.9%	$276,717	6.3%
National	January 2021	Multi-Family (2-4 Unit)	$1,618	2.0%	$1,407	5.0%	$1,185	5.0%	$363,370	17.3%
National	January 2021	Single Family Residential	$1,618	2.0%	$1,326	3.4%	$1,116	3.4%	$342,277	15.6%
National	January 2021	Single Units Only	$1,618	2.0%	$1,276	2.3%	$1,074	2.3%	$329,352	14.3%
National	January 2021	Townhouse	$1,618	2.0%	$1,143	0.6%	$963	0.6%	$295,131	12.5%
National	February 2021	All Residential	$1,646	3.1%	$1,308	5.1%	$1,101	5.1%	$334,624	14.2%
National	February 2021	Condo/Co-op	$1,646	3.1%	$1,088	-1.4%	$916	-1.4%	$278,368	7.2%
National	February 2021	Multi-Family (2-4 Unit)	$1,646	3.1%	$1,401	7.6%	$1,179	7.6%	$358,324	17.0%
National	February 2021	Single Family Residential	$1,646	3.1%	$1,369	7.0%	$1,153	7.0%	$350,284	16.4%
National	February 2021	Single Units Only	$1,646	3.1%	$1,308	5.0%	$1,102	5.0%	$334,735	14.2%
National	February 2021	Townhouse	$1,646	3.1%	$1,192	2.4%	$1,004	2.4%	$305,055	11.3%
National	March 2021	All Residential	$1,663	3.8%	$1,424	11.2%	$1,199	11.2%	$351,808	16.5%
National	March 2021	Condo/Co-op	$1,663	3.8%	$1,172	2.3%	$987	2.3%	$289,631	7.2%
National	March 2021	Multi-Family (2-4 Unit)	$1,663	3.8%	$1,534	11.3%	$1,291	11.3%	$379,000	16.7%
National	March 2021	Single Family Residential	$1,663	3.8%	$1,488	13.6%	$1,253	13.6%	$367,860	19.0%
National	March 2021	Single Units Only	$1,663	3.8%	$1,422	11.1%	$1,197	11.1%	$351,311	16.4%
National	March 2021	Townhouse	$1,663	3.8%	$1,286	7.3%	$1,083	7.3%	$317,781	12.4%
National	April 2021	All Residential	$1,706	3.7%	$1,482	17.8%	$1,248	17.8%	$367,137	21.6%
National	April 2021	Condo/Co-op	$1,706	3.7%	$1,210	10.9%	$1,019	10.9%	$299,805	14.4%
National	April 2021	Multi-Family (2-4 Unit)	$1,706	3.7%	$1,580	19.5%	$1,331	19.5%	$391,469	23.3%
National	April 2021	Single Family Residential	$1,706	3.7%	$1,560	20.8%	$1,313	20.8%	$386,430	24.6%
National	April 2021	Single Units Only	$1,706	3.7%	$1,480	17.5%	$1,247	17.5%	$366,785	21.3%
National	April 2021	Townhouse	$1,706	3.7%	$1,310	13.3%	$1,103	13.3%	$324,531	16.9%
National	May 2021	All Residential	$1,738	4.4%	$1,492	21.4%	$1,257	21.4%	$374,544	25.7%
National	May 2021	Condo/Co-op	$1,738	4.4%	$1,196	15.5%	$1,007	15.5%	$300,025	19.5%
National	May 2021	Multi-Family (2-4 Unit)	$1,738	4.4%	$1,595	28.5%	$1,343	28.5%	$400,368	33.0%
National	May 2021	Single Family Residential	$1,738	4.4%	$1,568	24.3%	$1,320	24.3%	$393,418	28.6%
National	May 2021	Single Units Only	$1,738	4.4%	$1,492	21.4%	$1,256	21.4%	$374,371	25.6%
National	May 2021	Townhouse	$1,738	4.4%	$1,327	18.9%	$1,117	18.9%	$332,955	23.1%
National	June 2021	All Residential	$1,767	5.7%	$1,539	21.6%	$1,296	21.6%	$385,312	24.4%
National	June 2021	Condo/Co-op	$1,767	5.7%	$1,211	17.8%	$1,020	17.8%	$303,225	20.5%
National	June 2021	Multi-Family (2-4 Unit)	$1,767	5.7%	$1,626	22.2%	$1,370	22.2%	$407,104	25.0%
National	June 2021	Single Family Residential	$1,767	5.7%	$1,612	23.4%	$1,357	23.4%	$403,436	26.3%
National	June 2021	Single Units Only	$1,767	5.7%	$1,534	21.1%	$1,292	21.1%	$384,033	23.9%
National	June 2021	Townhouse	$1,767	5.7%	$1,334	15.6%	$1,123	15.6%	$333,855	18.3%
National	July 2021	All Residential	$1,807	6.5%	$1,509	16.7%	$1,271	16.7%	$383,027	19.0%
National	July 2021	Condo/Co-op	$1,807	6.5%	$1,184	12.4%	$997	12.4%	$300,617	14.6%
National	July 2021	Multi-Family (2-4 Unit)	$1,807	6.5%	$1,572	16.4%	$1,324	16.4%	$399,151	18.7%
National	July 2021	Single Family Residential	$1,807	6.5%	$1,578	17.6%	$1,329	17.6%	$400,740	19.9%
National	July 2021	Single Units Only	$1,807	6.5%	$1,506	16.6%	$1,268	16.6%	$382,411	18.9%
National	July 2021	Townhouse	$1,807	6.5%	$1,324	15.7%	$1,115	15.7%	$336,043	17.9%
National	August 2021	All Residential	$1,836	9.2%	$1,491	14.8%	$1,255	14.8%	$379,904	16.3%
National	August 2021	Condo/Co-op	$1,836	9.2%	$1,185	12.0%	$997	12.0%	$301,886	13.4%
National	August 2021	Multi-Family (2-4 Unit)	$1,836	9.2%	$1,555	16.3%	$1,310	16.3%	$396,359	17.8%
National	August 2021	Single Family Residential	$1,836	9.2%	$1,561	15.3%	$1,315	15.3%	$397,894	16.8%
National	August 2021	Single Units Only	$1,836	9.2%	$1,488	14.7%	$1,253	14.7%	$379,235	16.2%
National	August 2021	Townhouse	$1,836	9.2%	$1,296	13.2%	$1,091	13.2%	$330,194	14.7%
National	September 2021	All Residential	$1,852	12.4%	$1,483	13.7%	$1,249	13.7%	$375,040	13.6%
National	September 2021	Condo/Co-op	$1,852	12.4%	$1,200	11.8%	$1,011	11.8%	$303,572	11.6%
National	September 2021	Multi-Family (2-4 Unit)	$1,852	12.4%	$1,581	15.6%	$1,331	15.6%	$399,821	15.4%
National	September 2021	Single Family Residential	$1,852	12.4%	$1,555	14.3%	$1,309	14.3%	$393,133	14.1%
National	September 2021	Single Units Only	$1,852	12.4%	$1,482	13.5%	$1,248	13.5%	$374,883	13.4%
National	September 2021	Townhouse	$1,852	12.4%	$1,306	12.1%	$1,100	12.1%	$330,396	12.0%
National	October 2021	All Residential	$1,859	13.3%	$1,527	16.7%	$1,286	16.7%	$377,981	13.2%
National	October 2021	Condo/Co-op	$1,859	13.3%	$1,221	12.8%	$1,028	12.8%	$302,044	9.3%
National	October 2021	Multi-Family (2-4 Unit)	$1,859	13.3%	$1,670	25.4%	$1,406	25.4%	$413,253	21.6%
National	October 2021	Single Family Residential	$1,859	13.3%	$1,598	17.5%	$1,346	17.5%	$395,440	14.0%
National	October 2021	Single Units Only	$1,859	13.3%	$1,527	16.9%	$1,286	16.9%	$377,837	13.3%
National	October 2021	Townhouse	$1,859	13.3%	$1,355	17.3%	$1,141	17.3%	$335,391	13.7%
National	November 2021	All Residential	$1,872	15.1%	$1,546	19.6%	$1,302	19.6%	$382,471	15.0%
National	November 2021	Condo/Co-op	$1,872	15.1%	$1,246	15.8%	$1,049	15.8%	$308,238	11.4%
National	November 2021	Multi-Family (2-4 Unit)	$1,872	15.1%	$1,657	25.7%	$1,396	25.7%	$410,118	20.9%
National	November 2021	Single Family Residential	$1,872	15.1%	$1,614	19.8%	$1,359	19.8%	$399,359	15.2%
National	November 2021	Single Units Only	$1,872	15.1%	$1,543	19.0%	$1,299	19.0%	$381,815	14.5%
National	November 2021	Townhouse	$1,872	15.1%	$1,354	17.6%	$1,140	17.6%	$335,106	13.1%
National	December 2021	All Residential	$1,878	15.6%	$1,548	21.3%	$1,303	21.3%	$381,498	14.9%
National	December 2021	Condo/Co-op	$1,878	15.6%	$1,250	16.0%	$1,052	16.0%	$308,045	9.9%
National	December 2021	Multi-Family (2-4 Unit)	$1,878	15.6%	$1,652	19.5%	$1,392	19.5%	$407,346	13.2%
National	December 2021	Single Family Residential	$1,878	15.6%	$1,613	21.6%	$1,358	21.6%	$397,635	15.2%
National	December 2021	Single Units Only	$1,878	15.6%	$1,546	21.1%	$1,302	21.1%	$381,064	14.7%
National	December 2021	Townhouse	$1,878	15.6%	$1,353	18.9%	$1,139	18.9%	$333,461	12.6%
National	January 2022	All Residential	$1,891	16.9%	$1,595	25.1%	$1,343	25.1%	$376,228	14.3%
National	January 2022	Condo/Co-op	$1,891	16.9%	$1,313	22.5%	$1,106	22.5%	$309,673	11.9%
National	January 2022	Multi-Family (2-4 Unit)	$1,891	16.9%	$1,678	19.2%	$1,413	19.2%	$395,688	8.9%
National	January 2022	Single Family Residential	$1,891	16.9%	$1,670	26.0%	$1,407	26.0%	$394,017	15.1%
National	January 2022	Single Units Only	$1,891	16.9%	$1,595	25.1%	$1,343	25.1%	$376,298	14.3%
National	January 2022	Townhouse	$1,891	16.9%	$1,398	22.3%	$1,177	22.3%	$329,660	11.7%
National	February 2022	All Residential	$1,901	15.5%	$1,708	30.6%	$1,438	30.6%	$387,750	15.9%
National	February 2022	Condo/Co-op	$1,901	15.5%	$1,402	28.8%	$1,181	28.8%	$318,253	14.3%
National	February 2022	Multi-Family (2-4 Unit)	$1,901	15.5%	$1,753	25.1%	$1,476	25.1%	$397,847	11.0%
National	February 2022	Single Family Residential	$1,901	15.5%	$1,786	30.5%	$1,504	30.5%	$405,520	15.8%
National	February 2022	Single Units Only	$1,901	15.5%	$1,706	30.4%	$1,437	30.4%	$387,345	15.7%
National	February 2022	Townhouse	$1,901	15.5%	$1,523	27.7%	$1,282	27.7%	$345,711	13.3%
National	March 2022	All Residential	$1,940	16.6%	$1,903	33.7%	$1,602	33.7%	$411,051	16.8%
National	March 2022	Condo/Co-op	$1,940	16.6%	$1,536	31.0%	$1,293	31.0%	$331,732	14.5%
National	March 2022	Multi-Family (2-4 Unit)	$1,940	16.6%	$1,955	27.5%	$1,646	27.5%	$422,321	11.4%
National	March 2022	Single Family Residential	$1,940	16.6%	$1,997	34.2%	$1,682	34.2%	$431,390	17.3%
National	March 2022	Single Units Only	$1,940	16.6%	$1,903	33.8%	$1,602	33.8%	$411,020	17.0%
National	March 2022	Townhouse	$1,940	16.6%	$1,695	31.8%	$1,427	31.8%	$366,183	15.2%
National	April 2022	All Residential	$1,962	15.0%	$2,157	45.6%	$1,817	45.6%	$423,998	15.5%
National	April 2022	Condo/Co-op	$1,962	15.0%	$1,728	42.8%	$1,455	42.8%	$339,560	13.3%
National	April 2022	Multi-Family (2-4 Unit)	$1,962	15.0%	$2,194	38.9%	$1,848	38.9%	$431,186	10.1%
National	April 2022	Single Family Residential	$1,962	15.0%	$2,275	45.9%	$1,916	45.9%	$447,096	15.7%
National	April 2022	Single Units Only	$1,962	15.0%	$2,156	45.6%	$1,816	45.6%	$423,748	15.5%
National	April 2022	Townhouse	$1,962	15.0%	$1,906	45.5%	$1,605	45.5%	$374,656	15.4%
National	May 2022	All Residential	$2,002	15.2%	$2,252	50.9%	$1,897	50.9%	$430,285	14.9%
National	May 2022	Condo/Co-op	$2,002	15.2%	$1,784	49.2%	$1,502	49.2%	$340,792	13.6%
National	May 2022	Multi-Family (2-4 Unit)	$2,002	15.2%	$2,290	43.5%	$1,929	43.5%	$437,533	9.3%
National	May 2022	Single Family Residential	$2,002	15.2%	$2,370	51.2%	$1,996	51.2%	$452,749	15.1%
National	May 2022	Single Units Only	$2,002	15.2%	$2,249	50.8%	$1,894	50.8%	$429,735	14.8%
National	May 2022	Townhouse	$2,002	15.2%	$1,961	47.8%	$1,652	47.8%	$374,741	12.5%
National	June 2022	All Residential	$2,016	14.1%	$2,316	50.4%	$1,950	50.4%	$428,379	11.2%
National	June 2022	Condo/Co-op	$2,016	14.1%	$1,831	51.1%	$1,542	51.1%	$338,672	11.7%
National	June 2022	Multi-Family (2-4 Unit)	$2,016	14.1%	$2,373	45.9%	$1,998	45.9%	$439,000	7.8%
National	June 2022	Single Family Residential	$2,016	14.1%	$2,434	51.0%	$2,050	51.0%	$450,327	11.6%
National	June 2022	Single Units Only	$2,016	14.1%	$2,319	51.2%	$1,953	51.2%	$429,001	11.7%
National	June 2022	Townhouse	$2,016	14.1%	$2,001	50.1%	$1,685	50.1%	$370,230	10.9%
New Brunswick, NJ	February 2021	All Residential	$2,843		$1,466		$1,234		$375,000	21.0%
New Brunswick, NJ	February 2021	Condo/Co-op	$2,843		$1,016		$856		$260,000	10.9%
New Brunswick, NJ	February 2021	Multi-Family (2-4 Unit)	$2,843		$1,561		$1,315		$399,500	11.7%
New Brunswick, NJ	February 2021	Single Family Residential	$2,843		$1,544		$1,300		$395,000	21.7%
New Brunswick, NJ	February 2021	Townhouse	$2,843		$1,143		$963		$292,500	-0.2%
New Brunswick, NJ	March 2021	All Residential	$2,865		$1,578		$1,329		$390,000	16.4%
New Brunswick, NJ	March 2021	Condo/Co-op	$2,865		$1,169		$985		$289,000	18.0%
New Brunswick, NJ	March 2021	Multi-Family (2-4 Unit)	$2,865		$1,699		$1,431		$420,000	12.0%
New Brunswick, NJ	March 2021	Single Family Residential	$2,865		$1,659		$1,397		$410,000	17.5%
New Brunswick, NJ	March 2021	Townhouse	$2,865		$1,275		$1,073		$315,000	28.6%
New Brunswick, NJ	April 2021	All Residential	$3,067		$1,614		$1,360		$400,000	15.9%
New Brunswick, NJ	April 2021	Condo/Co-op	$3,067		$1,207		$1,016		$299,000	12.8%
New Brunswick, NJ	April 2021	Multi-Family (2-4 Unit)	$3,067		$1,816		$1,529		$450,000	17.7%
New Brunswick, NJ	April 2021	Single Family Residential	$3,067		$1,695		$1,427		$420,000	18.3%
New Brunswick, NJ	April 2021	Townhouse	$3,067		$1,191		$1,003		$295,000	-9.0%
New Brunswick, NJ	May 2021	All Residential	$3,221		$1,654		$1,393		$415,000	18.6%
New Brunswick, NJ	May 2021	Condo/Co-op	$3,221		$1,189		$1,001		$298,450	24.9%
New Brunswick, NJ	May 2021	Multi-Family (2-4 Unit)	$3,221		$1,763		$1,485		$442,500	1.5%
New Brunswick, NJ	May 2021	Single Family Residential	$3,221		$1,733		$1,460		$435,000	19.8%
New Brunswick, NJ	May 2021	Townhouse	$3,221		$1,377		$1,159		$345,500	17.1%
New Brunswick, NJ	June 2021	All Residential	$3,286		$1,714		$1,443		$429,000	20.8%
New Brunswick, NJ	June 2021	Condo/Co-op	$3,286		$1,230		$1,036		$308,000	16.2%
New Brunswick, NJ	June 2021	Multi-Family (2-4 Unit)	$3,286		$1,628		$1,371		$407,500	5.6%
New Brunswick, NJ	June 2021	Single Family Residential	$3,286		$1,806		$1,521		$452,000	22.5%
New Brunswick, NJ	June 2021	Townhouse	$3,286		$1,266		$1,066		$317,000	3.9%
New Brunswick, NJ	July 2021	All Residential	$3,421		$1,674		$1,410		$425,000	17.2%
New Brunswick, NJ	July 2021	Condo/Co-op	$3,421		$1,091		$919		$277,000	6.7%
New Brunswick, NJ	July 2021	Multi-Family (2-4 Unit)	$3,421		$1,810		$1,524		$459,500	17.8%
New Brunswick, NJ	July 2021	Single Family Residential	$3,421		$1,764		$1,485		$447,750	17.8%
New Brunswick, NJ	July 2021	Townhouse	$3,421		$1,146		$965		$291,000	9.8%
New Brunswick, NJ	August 2021	All Residential	$3,485		$1,668		$1,404		$425,000	12.1%
New Brunswick, NJ	August 2021	Condo/Co-op	$3,485		$1,120		$943		$285,500	7.7%
New Brunswick, NJ	August 2021	Multi-Family (2-4 Unit)	$3,485		$1,707		$1,437		$435,000	8.7%
New Brunswick, NJ	August 2021	Single Family Residential	$3,485		$1,766		$1,487		$450,000	12.5%
New Brunswick, NJ	August 2021	Townhouse	$3,485		$1,344		$1,132		$342,500	31.7%
New Brunswick, NJ	September 2021	All Residential	$3,580		$1,681		$1,415		$425,000	10.4%
New Brunswick, NJ	September 2021	Condo/Co-op	$3,580		$1,127		$949		$285,000	3.6%
New Brunswick, NJ	September 2021	Multi-Family (2-4 Unit)	$3,580		$1,896		$1,597		$479,500	19.1%
New Brunswick, NJ	September 2021	Single Family Residential	$3,580		$1,775		$1,495		$449,000	12.3%
New Brunswick, NJ	September 2021	Townhouse	$3,580		$1,311		$1,104		$331,500	-1.9%
New Brunswick, NJ	October 2021	All Residential	$3,665		$1,718		$1,446		$425,000	11.3%
New Brunswick, NJ	October 2021	Condo/Co-op	$3,665		$1,204		$1,014		$297,950	12.4%
New Brunswick, NJ	October 2021	Multi-Family (2-4 Unit)	$3,665		$1,798		$1,514		$445,000	-2.2%
New Brunswick, NJ	October 2021	Single Family Residential	$3,665		$1,819		$1,531		$450,000	12.3%
New Brunswick, NJ	October 2021	Townhouse	$3,665		$1,455		$1,225		$360,000	37.1%
New Brunswick, NJ	November 2021	All Residential	$3,751		$1,718		$1,446		$425,000	11.8%
New Brunswick, NJ	November 2021	Condo/Co-op	$3,751		$1,251		$1,053		$309,500	12.5%
New Brunswick, NJ	November 2021	Multi-Family (2-4 Unit)	$3,751		$1,814		$1,528		$449,000	15.1%
New Brunswick, NJ	November 2021	Single Family Residential	$3,751		$1,819		$1,531		$450,000	12.5%
New Brunswick, NJ	November 2021	Townhouse	$3,751		$1,404		$1,183		$347,500	19.8%
New Brunswick, NJ	December 2021	All Residential	$3,718		$1,724		$1,452		$425,000	11.0%
New Brunswick, NJ	December 2021	Condo/Co-op	$3,718		$1,176		$991		$290,000	7.8%
New Brunswick, NJ	December 2021	Multi-Family (2-4 Unit)	$3,718		$1,844		$1,553		$454,500	3.6%
New Brunswick, NJ	December 2021	Single Family Residential	$3,718		$1,785		$1,503		$440,000	10.3%
New Brunswick, NJ	December 2021	Townhouse	$3,718		$1,359		$1,144		$335,000	12.8%
New Brunswick, NJ	January 2022	All Residential	$3,743		$1,802		$1,517		$425,000	12.7%
New Brunswick, NJ	January 2022	Condo/Co-op	$3,743		$1,314		$1,106		$309,900	24.0%
New Brunswick, NJ	January 2022	Multi-Family (2-4 Unit)	$3,743		$1,961		$1,651		$462,500	11.2%
New Brunswick, NJ	January 2022	Single Family Residential	$3,743		$1,887		$1,589		$445,000	13.4%
New Brunswick, NJ	January 2022	Townhouse	$3,743		$1,452		$1,223		$342,500	34.4%
New Brunswick, NJ	February 2022	All Residential	$3,858	35.7%	$1,872	27.7%	$1,577	27.7%	$425,000	13.3%
New Brunswick, NJ	February 2022	Condo/Co-op	$3,858	35.7%	$1,366	34.4%	$1,150	34.4%	$310,000	19.2%
New Brunswick, NJ	February 2022	Multi-Family (2-4 Unit)	$3,858	35.7%	$2,230	42.8%	$1,878	42.8%	$506,250	26.7%
New Brunswick, NJ	February 2022	Single Family Residential	$3,858	35.7%	$1,960	27.0%	$1,651	27.0%	$445,000	12.7%
New Brunswick, NJ	February 2022	Townhouse	$3,858	35.7%	$1,266	10.8%	$1,066	10.8%	$287,500	-1.7%
New Brunswick, NJ	March 2022	All Residential	$3,870	35.1%	$1,967	24.7%	$1,657	24.7%	$425,000	9.0%
New Brunswick, NJ	March 2022	Condo/Co-op	$3,870	35.1%	$1,433	22.5%	$1,206	22.5%	$309,500	7.1%
New Brunswick, NJ	March 2022	Multi-Family (2-4 Unit)	$3,870	35.1%	$2,291	34.8%	$1,930	34.8%	$495,000	17.9%
New Brunswick, NJ	March 2022	Single Family Residential	$3,870	35.1%	$2,075	25.1%	$1,747	25.1%	$448,250	9.3%
New Brunswick, NJ	March 2022	Townhouse	$3,870	35.1%	$1,828	43.5%	$1,540	43.5%	$395,000	25.4%
New Brunswick, NJ	April 2022	All Residential	$3,925	28.0%	$2,290	41.8%	$1,928	41.8%	$450,000	12.5%
New Brunswick, NJ	April 2022	Condo/Co-op	$3,925	28.0%	$1,712	41.9%	$1,442	41.9%	$336,500	12.5%
New Brunswick, NJ	April 2022	Multi-Family (2-4 Unit)	$3,925	28.0%	$2,493	37.3%	$2,100	37.3%	$490,000	8.9%
New Brunswick, NJ	April 2022	Single Family Residential	$3,925	28.0%	$2,391	41.1%	$2,014	41.1%	$470,000	11.9%
New Brunswick, NJ	April 2022	Townhouse	$3,925	28.0%	$1,668	40.1%	$1,404	40.1%	$327,750	11.1%
New Brunswick, NJ	May 2022	All Residential	$4,008	24.4%	$2,418	46.2%	$2,036	46.2%	$462,001	11.3%
New Brunswick, NJ	May 2022	Condo/Co-op	$4,008	24.4%	$1,780	49.6%	$1,499	49.6%	$340,000	13.9%
New Brunswick, NJ	May 2022	Multi-Family (2-4 Unit)	$4,008	24.4%	$2,800	58.8%	$2,358	58.8%	$535,000	20.9%
New Brunswick, NJ	May 2022	Single Family Residential	$4,008	24.4%	$2,539	46.5%	$2,138	46.5%	$485,000	11.5%
New Brunswick, NJ	May 2022	Townhouse	$4,008	24.4%	$2,090	51.8%	$1,760	51.8%	$399,250	15.6%
New Brunswick, NJ	June 2022	All Residential	$4,157	26.5%	$2,595	51.4%	$2,185	51.4%	$480,000	11.9%
New Brunswick, NJ	June 2022	Condo/Co-op	$4,157	26.5%	$1,811	47.2%	$1,525	47.2%	$335,000	8.8%
New Brunswick, NJ	June 2022	Multi-Family (2-4 Unit)	$4,157	26.5%	$3,008	84.8%	$2,533	84.8%	$556,500	36.6%
New Brunswick, NJ	June 2022	Single Family Residential	$4,157	26.5%	$2,703	49.7%	$2,276	49.7%	$500,000	10.6%
New Brunswick, NJ	June 2022	Townhouse	$4,157	26.5%	$2,252	77.8%	$1,896	77.8%	$416,490	31.4%
New York, NY	February 2021	All Residential	$2,843		$2,337		$1,968		$598,000	4.9%
New York, NY	February 2021	Condo/Co-op	$2,843		$2,111		$1,777		$540,000	-4.4%
New York, NY	February 2021	Multi-Family (2-4 Unit)	$2,843		$2,892		$2,436		$740,000	0.0%
New York, NY	February 2021	Single Family Residential	$2,843		$2,267		$1,909		$580,000	11.5%
New York, NY	February 2021	Townhouse	$2,843		$2,767		$2,330		$708,000	4.3%
New York, NY	March 2021	All Residential	$2,865		$2,529		$2,130		$625,000	9.0%
New York, NY	March 2021	Condo/Co-op	$2,865		$2,509		$2,113		$620,000	7.8%
